lineup,player1,player2,player3,player4,player5,team,games_played,mins_played,net_rating,pace,season
66,MRedd,BSimmons,MWilliams,ABogut,JYi,MIL,25,182,-2.5,95.71,2008
67,MMoore,MBibby,BMiller,MWorldPeace,KMartin,SAC,13,181,12.8,100.21,2008
68,ZIlgauskas,LHughes,DGooden,LJames,DGibson,CLE,26,181,2.9,93.61,2008
69,TThomas,BKnight,CMobley,CMaggette,CKaman,LAC,29,177,-5.5,98.13,2008
70,RAlston,SBattier,Yao,LHead,CHayes,HOU,15,174,10.2,94.87,2008
71,MJaric,STelfair,AJefferson,RMcCants,RGomes,MIN,19,173,-6.0,93.03,2008
72,AJamison,DStevenson,BHaywood,CButler,RMasonJr,WAS,24,172,8.1,91.33,2008
73,AIverson,MCamby,KMartin,CAnthony,YDiawara,DEN,14,170,17.8,100.96,2008
74,AIverson,MCamby,ENajera,JSmith,LKleiza,DEN,47,168,17.2,108.71,2008
75,SNash,SMarion,RBell,AStoudemire,BDiaw,PHX,23,168,23.4,99.06,2008
76,GHill,SNash,SMarion,AStoudemire,LBarbosa,PHX,28,167,10.9,102.92,2008
77,JFoster,TMurphy,MDunleavy,RMurray,DGranger,IND,15,167,-6.2,101.45,2008
78,MFinley,BBowen,TDuncan,MGinobili,TParker,SAS,36,167,11.0,95.11,2008
79,SJackson,BDavis,ABiedrins,MEllis,KAzubuike,GSW,27,167,16.0,99.23,2008
80,LHughes,DGooden,KHinrich,LDeng,JNoah,CHI,14,166,10.7,94.67,2008
81,DFisher,KBryant,LOdom,PGasol,LWalton,LAL,19,165,25.1,99.71,2008
82,EJones,EDampier,DNowitzki,JHoward,DHarris,DAL,16,165,12.2,95.51,2008
83,JKidd,JStackhouse,EDampier,DNowitzki,JHoward,DAL,15,165,15.5,96.52,2008
84,NMohammed,JRichardson,MCarroll,EOkafor,RFelton,CHA,21,165,-13.1,97.67,2008
85,SJackson,BDavis,MBarnes,ABiedrins,MEllis,GSW,34,165,9.1,101.35,2008
86,AIverson,MCamby,ACarter,ENajera,CAnthony,DEN,39,164,6.6,107.9,2008
87,EDampier,DNowitzki,JTerry,JHoward,DHarris,DAL,23,164,16.6,89.28,2008
88,SCassell,TThomas,CMaggette,CKaman,QRoss,LAC,13,164,2.9,98.7,2008
89,AParker,RNesterovic,CBosh,JCalderon,JMoon,TOR,28,163,16.5,89.56,2008
90,JRichardson,GWallace,EOkafor,RFelton,JDudley,CHA,22,161,3.1,95.13,2008
91,BKnight,CMobley,CMaggette,CKaman,AThornton,LAC,28,155,-9.9,94.15,2008
92,GHill,SNash,RBell,AStoudemire,BDiaw,PHX,31,155,14.6,100.54,2008
93,JCrawford,QRichardson,ZRandolph,FJones,DLee,NYK,26,154,2.6,93.3,2008
94,AMiller,SDalembert,AIguodala,LWilliams,TYoung,PHI,38,153,3.2,96.75,2008
95,AJamison,DStevenson,BHaywood,GArenas,CButler,WAS,11,150,3.7,96.34,2008
96,JO'Neal,JFoster,JTinsley,MDunleavy,DGranger,IND,22,148,5.1,101.11,2008
97,AIverson,MCamby,ENajera,CAnthony,JSmith,DEN,45,147,14.2,109.32,2008
98,SJackson,AHarrington,BDavis,MPietrus,MEllis,GSW,27,147,-3.4,101.41,2008
99,EWatson,CWilcox,JPetro,KDurant,JGreen,SEA,16,146,-5.4,102.98,2008
100,BBowen,TDuncan,MGinobili,TParker,FOberto,SAS,41,144,1.8,92.99,2008
101,RWallace,CBillups,RHamilton,TPrince,JMaxiell,DET,34,144,10.1,90.75,2008
102,KGarnett,RAllen,PPierce,JPosey,RRondo,BOS,36,143,4.2,95.01,2008
103,AMcDyess,RWallace,CBillups,TPrince,AAfflalo,DET,29,141,4.5,91.06,2008
104,BWallace,KHinrich,BGordon,LDeng,ANocioni,CHI,19,141,-0.8,94.62,2008
105,KGarnett,PPierce,KPerkins,TAllen,RRondo,BOS,20,139,26.5,86.98,2008
106,NMohammed,JRichardson,GWallace,MCarroll,RFelton,CHA,28,139,0.1,99.68,2008
107,KThomas,EWatson,NCollison,KDurant,JGreen,SEA,14,138,-11.0,98.46,2008
108,MMiller,PGasol,DMilicic,RGay,MConley,MEM,12,137,-15.2,91.69,2008
109,MOkur,CBoozer,DWilliams,CMiles,RBrewer,UTA,12,137,13.0,96.97,2008
110,JCrawford,QRichardson,ECurry,ZRandolph,NRobinson,NYK,19,136,-16.3,95.75,2008
111,AIverson,MCamby,ACarter,KMartin,LKleiza,DEN,19,135,0.6,102.69,2008
112,DFisher,KBryant,LOdom,KBrown,LWalton,LAL,14,135,-12.7,97.72,2008
113,AKirilenko,JCollins,CBoozer,DWilliams,RBrewer,UTA,20,134,2.3,97.78,2008
114,KBryant,LOdom,SVujacic,RTuriaf,JFarmar,LAL,34,132,9.0,98.44,2008
115,DFisher,KBryant,LOdom,VRadmanovic,ABynum,LAL,13,129,22.7,101.43,2008
116,AKirilenko,CBoozer,DWilliams,RBrewer,PMillsap,UTA,41,127,27.1,99.97,2008
117,JKidd,VCarter,RJefferson,AWright,JBoone,NJN,21,127,-3.0,95.71,2008
118,AParker,CBosh,CDelfino,JCalderon,ABargnani,TOR,34,126,-3.2,95.13,2008
119,BSimmons,MWilliams,RIvey,ABogut,JYi,MIL,11,125,-5.9,85.17,2008
120,DStoudamire,MMiller,PGasol,JNavarro,RGay,MEM,15,125,4.0,93.14,2008
121,TOutlaw,JJones,JJack,LAldridge,BRoy,POR,30,125,14.7,91.74,2008
122,RLewis,KDooling,HTurkoglu,KBogans,DHoward,ORL,36,124,13.5,104.21,2008
123,TMcGrady,RAlston,SBattier,LScola,CHayes,HOU,27,124,4.5,93.72,2008
124,ZIlgauskas,BWallace,DBrown,LJames,DWest,CLE,10,121,1.3,92.88,2008
125,ADaniels,AJamison,DStevenson,BHaywood,DSongaila,WAS,18,120,-4.5,89.67,2008
126,AJohnson,JJohnson,JChildress,JSmith,AHorford,ATL,27,120,11.3,92.57,2008
127,KThomas,EWatson,CWilcox,KDurant,JGreen,SEA,17,119,-11.8,95.82,2008
128,AJohnson,MMoore,BMiller,MWorldPeace,KMartin,SAC,8,118,11.7,96.25,2008
129,JKidd,VCarter,MAllen,RJefferson,JCollins,NJN,20,118,2.8,90.97,2008
130,MHarpring,MOkur,KKorver,RPrice,PMillsap,UTA,27,118,11.4,87.98,2008
131,SJackson,AHarrington,BDavis,MEllis,KAzubuike,GSW,30,118,-8.3,104.34,2008
132,AIverson,MCamby,KMartin,CAnthony,LKleiza,DEN,31,117,-2.1,102.98,2008
133,BWells,RAlston,SBattier,Yao,CHayes,HOU,10,117,4.9,92.07,2008
134,BWallace,KHinrich,BGordon,LDeng,TThomas,CHI,17,116,-14.9,94.13,2008
135,JCrawford,QRichardson,ZRandolph,NRobinson,DLee,NYK,23,116,-2.7,94.56,2008
136,TOutlaw,JJones,CFrye,JJack,SRodriguez,POR,34,115,-3.2,91.37,2008
137,ZIlgauskas,LHughes,INewble,DGooden,LJames,CLE,9,115,5.8,93.02,2008
138,AIverson,MCamby,KMartin,CAnthony,JSmith,DEN,31,113,-11.5,103.83,2008
139,AMiller,SDalembert,REvans,AIguodala,LWilliams,PHI,37,113,-5.9,94.6,2008
140,BMiller,MWorldPeace,JSalmons,KMartin,BUdrih,SAC,28,113,1.6,96.52,2008
141,KThomas,BBowen,TDuncan,MGinobili,TParker,SAS,14,112,11.9,96.68,2008
142,MJaric,AJefferson,RGomes,RFoye,CBrewer,MIN,17,111,-27.1,92.67,2008
143,TOutlaw,SBlake,MWebster,LAldridge,BRoy,POR,35,111,-12.2,95.36,2008
144,ADaniels,AJamison,DStevenson,CButler,ABlatche,WAS,30,110,4.2,96.3,2008
145,JPrzybilla,TOutlaw,JJones,JJack,BRoy,POR,31,110,-4.7,91.38,2008
146,LHughes,KHinrich,LDeng,TThomas,JNoah,CHI,11,110,-12.4,94.1,2008
147,MJaric,STelfair,AJefferson,CSmith,CBrewer,MIN,15,110,-20.9,94.0,2008
148,AIverson,KMartin,ENajera,JSmith,LKleiza,DEN,33,109,17.0,106.2,2008
149,PStojakovic,BJackson,TChandler,DWest,CPaul,NOH,25,109,14.6,93.77,2008
150,AIverson,MCamby,ACarter,CAnthony,LKleiza,DEN,24,108,-10.6,103.33,2008
151,JNavarro,DMilicic,HWarrick,RGay,MConley,MEM,20,108,-20.7,99.18,2008
152,MRedd,CBell,MWilliams,ABogut,JYi,MIL,24,108,-10.4,98.28,2008
153,TOutlaw,MWebster,JJack,LAldridge,BRoy,POR,30,108,-13.3,90.81,2008
154,BWallace,DBrown,LJames,DWest,AVarejao,CLE,14,107,-2.9,93.83,2008
155,GHill,BSkinner,RBell,BDiaw,LBarbosa,PHX,28,106,-17.8,107.19,2008
156,JJohnson,JSmith,MWilliams,AHorford,ALaw,ATL,23,106,17.3,94.94,2008
157,MMiller,PGasol,JNavarro,RGay,KLowry,MEM,25,105,-17.3,98.64,2008
158,JO'Neal,TMurphy,MDunleavy,DGranger,AOwens,IND,8,103,0.5,97.6,2008
159,AIverson,MCamby,ENajera,CAnthony,LKleiza,DEN,27,102,17.4,105.5,2008
160,MMiller,JNavarro,DMilicic,RGay,KLowry,MEM,20,102,-0.5,101.93,2008
161,TOutlaw,SBlake,JJack,LAldridge,BRoy,POR,33,101,26.3,99.83,2008
162,LOdom,LWalton,SVujacic,RTuriaf,JFarmar,LAL,25,100,17.6,95.32,2008
163,KGarnett,RAllen,PPierce,EHouse,KPerkins,BOS,31,99,8.7,94.89,2008
164,MMiller,JNavarro,DMilicic,RGay,MConley,MEM,15,99,-9.5,97.42,2008
165,RMasonJr,DSongaila,ABlatche,NYoung,DMcGuire,WAS,24,99,-11.7,91.69,2008
166,JKidd,VCarter,RJefferson,BNachbar,JBoone,NJN,23,98,-5.7,103.59,2008
167,LHughes,DGooden,LJames,AVarejao,DGibson,CLE,20,98,12.4,91.11,2008
168,MJaric,STelfair,AJefferson,RGomes,CBrewer,MIN,16,98,-15.3,96.33,2008
169,AMiller,SDalembert,REvans,AIguodala,RCarney,PHI,16,97,-14.0,88.8,2008
170,DStoudamire,SSwift,MMiller,PGasol,RGay,MEM,13,97,24.8,94.91,2008
171,JFoster,MDunleavy,KRush,DGranger,TDiener,IND,19,97,4.0,99.53,2008
172,KBryant,LWalton,SVujacic,RTuriaf,JFarmar,LAL,25,97,4.0,92.15,2008
173,BKnight,CMobley,CMaggette,JPowell,AThornton,LAC,21,96,-5.6,97.95,2008
174,SO'Neal,SNash,RBell,AStoudemire,LBarbosa,PHX,22,96,10.2,103.67,2008
175,DMason,MRedd,ABogut,CVillanueva,RSessions,MIL,7,95,-26.6,100.16,2008
176,SO'Neal,JWilliams,DWade,UHaslem,DWright,MIA,12,95,-4.7,95.36,2008
177,STelfair,AJefferson,RGomes,RFoye,CBrewer,MIN,9,95,-13.5,86.81,2008
178,TMcGrady,BWells,RAlston,SBattier,MYao,HOU,19,95,22.0,96.69,2008
179,ZIlgauskas,BWallace,LJames,SPavlovic,DWest,CLE,6,95,10.5,90.26,2008
180,TThomas,BKnight,CMobley,CMaggette,JPowell,LAC,19,94,0.0,96.1,2008
181,BMiller,MWorldPeace,JSalmons,BUdrih,FGarcia,SAC,27,93,-11.4,96.05,2008
182,DMutombo,TMcGrady,BJackson,SBattier,LScola,HOU,8,93,5.9,87.7,2008
183,SCassell,CMaggette,CKaman,QRoss,AThornton,LAC,12,93,-11.5,93.46,2008
184,AParker,CBosh,CDelfino,JCalderon,JMoon,TOR,18,92,24.2,91.04,2008
185,EWatson,CWilcox,NCollison,KDurant,JGreen,SEA,24,92,-19.3,98.73,2008
186,JPrzybilla,SBlake,JJack,LAldridge,BRoy,POR,17,92,-4.0,90.63,2008
187,CBosh,CDelfino,JKapono,JCalderon,ABargnani,TOR,23,91,6.6,96.5,2008
188,DMason,MRedd,RIvey,ABogut,CVillanueva,MIL,10,91,6.7,97.75,2008
189,JCrawford,ZRandolph,JJeffries,NRobinson,DLee,NYK,22,91,12.9,93.8,2008
190,JPrzybilla,MWebster,JJack,LAldridge,BRoy,POR,25,91,-11.2,93.96,2008
191,SNash,SMarion,RBell,BDiaw,LBarbosa,PHX,26,91,-0.3,102.57,2008
192,JJohnson,JChildress,JSmith,MWilliams,AHorford,ATL,35,89,-13.8,97.54,2008
193,PStojakovic,BWells,TChandler,DWest,CPaul,NOH,16,89,-6.9,97.68,2008
194,JFoster,TMurphy,JTinsley,MDunleavy,DGranger,IND,18,88,-3.9,97.28,2008
195,MBibby,BMiller,MWorldPeace,JSalmons,KMartin,SAC,11,88,-0.8,99.14,2008
196,MMiller,PGasol,DMilicic,RGay,KLowry,MEM,20,88,-10.4,98.91,2008
197,MPeterson,TChandler,RButler,DWest,CPaul,NOH,12,88,8.3,92.48,2008
198,GHill,SNash,SMarion,RBell,BDiaw,PHX,17,87,19.9,102.6,2008
199,MBibby,JJohnson,JChildress,MWilliams,AHorford,ATL,23,87,-3.0,92.9,2008
200,RAlston,SBattier,Yao,LScola,LHead,HOU,15,87,6.5,92.26,2008
201,KBryant,LOdom,PGasol,SVujacic,JFarmar,LAL,20,86,36.3,101.26,2008
202,KGarnett,RAllen,PPierce,JPosey,EHouse,BOS,27,86,-2.0,102.49,2008
203,MBlount,JWilliams,SMarion,DWade,DWright,MIA,7,86,-5.0,98.31,2008
204,RLewis,KDooling,HTurkoglu,CArroyo,DHoward,ORL,25,86,9.2,103.01,2008
205,JPosey,EHouse,TAllen,LPowe,GDavis,BOS,15,85,-4.1,94.59,2008
206,JStackhouse,EDampier,DNowitzki,JTerry,JHoward,DAL,26,85,-1.0,92.15,2008
207,KGarnett,RAllen,PPierce,RRondo,GDavis,BOS,16,84,0.6,89.32,2008
208,MMoore,BMiller,JSalmons,KMartin,FGarcia,SAC,11,84,-8.4,94.97,2008
209,PStojakovic,MPeterson,DWest,CPaul,HArmstrong,NOH,19,84,-28.2,96.95,2008
210,RLewis,KDooling,HTurkoglu,DHoward,JNelson,ORL,27,84,2.2,98.88,2008
211,SCassell,TThomas,CMobley,CMaggette,CKaman,LAC,14,84,10.0,97.17,2008
212,TThomas,BKnight,CMaggette,CKaman,QRoss,LAC,8,84,-10.4,92.72,2008
213,VCarter,RJefferson,BNachbar,DHarris,JBoone,NJN,12,84,-18.2,101.5,2008
214,JPrzybilla,SBlake,MWebster,CFrye,BRoy,POR,12,83,4.4,91.52,2008
215,JSmith,BWallace,CDuhon,ANocioni,TSefolosha,CHI,7,83,-5.0,93.73,2008
216,MHarpring,CBoozer,RPrice,RBrewer,PMillsap,UTA,26,83,1.0,107.3,2008
217,AFoyle,RLewis,HTurkoglu,CArroyo,KBogans,ORL,30,82,5.8,93.16,2008
218,AParker,CBosh,TFord,JKapono,ABargnani,TOR,9,82,2.5,92.6,2008
219,JCrawford,QRichardson,ZRandolph,JJeffries,DLee,NYK,10,82,-11.0,95.06,2008
220,VCarter,RJefferson,NKrstic,MWilliams,JBoone,NJN,10,82,-2.9,96.2,2008
221,JPrzybilla,SBlake,MWebster,JJack,LAldridge,POR,11,81,-7.1,90.97,2008
222,MBlount,RDavis,EBarron,CQuinn,DCook,MIA,11,81,-18.7,85.09,2008
223,BMiller,MWorldPeace,KMartin,BUdrih,FGarcia,SAC,19,80,-2.0,103.6,2008
224,SNash,SMarion,RBell,AStoudemire,LBarbosa,PHX,29,80,12.9,100.61,2008
225,AMcDyess,CBillups,TPrince,JMaxiell,AAfflalo,DET,29,79,5.2,94.41,2008
226,JKidd,VCarter,RJefferson,JCollins,AWright,NJN,16,79,3.9,94.11,2008
227,RHorry,MFinley,BBowen,TDuncan,TParker,SAS,12,79,-0.4,89.15,2008
228,AFoyle,RLewis,KDooling,HTurkoglu,KBogans,ORL,27,78,14.2,91.57,2008
229,MBibby,JJohnson,ZPachulia,JChildress,JSmith,ATL,22,78,6.7,101.11,2008
230,AJefferson,KSnyder,RMcCants,RGomes,RFoye,MIN,21,77,8.8,101.39,2008
231,JCrawford,ZRandolph,JJeffries,FJones,DLee,NYK,19,77,10.7,92.09,2008
232,RAllen,PPierce,JPosey,RRondo,LPowe,BOS,10,77,16.9,93.01,2008
233,SCassell,CMobley,CMaggette,CKaman,AThornton,LAC,16,77,-5.7,92.09,2008
234,BBowen,TDuncan,JVaughn,MGinobili,FOberto,SAS,19,76,-16.0,93.45,2008
235,SNash,SMarion,AStoudemire,BDiaw,LBarbosa,PHX,30,76,-9.2,99.67,2008
236,TMurphy,MDunleavy,KRush,DGranger,TDiener,IND,14,76,-11.0,107.08,2008
237,BWallace,KHinrich,ANocioni,TSefolosha,JNoah,CHI,8,74,-18.8,93.2,2008
238,DJones,DBrown,LJames,AVarejao,DGibson,CLE,10,74,6.0,95.9,2008
239,JKidd,VCarter,MAllen,RJefferson,JBoone,NJN,18,74,11.6,91.34,2008
240,MFinley,BBowen,TDuncan,IUdoka,TParker,SAS,25,74,-5.0,90.44,2008
241,RMasonJr,ABlatche,OPecherov,NYoung,DMcGuire,WAS,13,74,-16.9,88.21,2008
242,AJamison,DStevenson,BHaywood,CButler,NYoung,WAS,13,73,22.2,91.92,2008
243,AMiller,SDalembert,KKorver,AIguodala,LWilliams,PHI,15,73,2.7,90.94,2008
244,CBosh,CDelfino,JKapono,KHumphries,JCalderon,TOR,20,73,1.4,94.97,2008
245,EWatson,NCollison,DWilkins,KDurant,JGreen,SEA,26,73,-33.5,103.63,2008
246,JSmith,BWallace,KHinrich,BGordon,ANocioni,CHI,14,73,-16.6,97.04,2008
247,MMiller,PGasol,JNavarro,RGay,MConley,MEM,12,73,-0.4,98.98,2008
248,MMoore,BMiller,JSalmons,KMartin,BUdrih,SAC,20,73,0.7,99.89,2008
249,SCassell,TThomas,CMobley,CKaman,QRoss,LAC,8,73,-16.2,97.32,2008
250,SJackson,AHarrington,BDavis,ABiedrins,KAzubuike,GSW,14,73,-0.3,98.03,2008
251,TLue,JJohnson,JChildress,JSmith,AHorford,ATL,21,72,-4.1,95.51,2008
252,AHardaway,SO'Neal,JWilliams,RDavis,UHaslem,MIA,8,71,-10.8,93.37,2008
253,AMiller,SDalembert,WGreen,AIguodala,LWilliams,PHI,26,71,-4.6,96.67,2008
254,PPierce,JPosey,EHouse,TAllen,GDavis,BOS,18,71,2.2,93.43,2008
255,STelfair,AJefferson,RGomes,CSmith,CBrewer,MIN,11,71,-9.2,97.36,2008
256,CBell,MWilliams,RIvey,ABogut,CVillanueva,MIL,13,70,-14.4,97.82,2008
257,EJones,EDampier,DNowitzki,JTerry,JHoward,DAL,19,70,16.7,94.74,2008
258,JPrzybilla,TOutlaw,JJones,JJack,SRodriguez,POR,31,70,-24.0,93.44,2008
259,AHarrington,BDavis,ABiedrins,MEllis,KAzubuike,GSW,18,69,-22.1,100.97,2008
260,GHill,SNash,SMarion,BDiaw,LBarbosa,PHX,24,69,33.0,103.82,2008
261,JStackhouse,DNowitzki,JTerry,JHoward,BBass,DAL,26,69,1.4,97.74,2008
262,MFinley,BBowen,TDuncan,TParker,MBonner,SAS,19,69,-9.5,87.75,2008
263,MMiller,DMilicic,HWarrick,RGay,KLowry,MEM,20,69,-17.3,95.96,2008
264,AMcDyess,RHamilton,JHayes,JMaxiell,RStuckey,DET,23,68,-15.5,94.87,2008
265,CButler,RMasonJr,DSongaila,ABlatche,NYoung,WAS,25,68,-9.3,94.59,2008
266,DFisher,KBryant,LOdom,LWalton,RTuriaf,LAL,25,68,-2.8,97.78,2008
267,JSmith,BWallace,KHinrich,ANocioni,TSefolosha,CHI,8,68,7.4,95.74,2008
268,VCarter,DDiop,RJefferson,NKrstic,DHarris,NJN,11,68,6.3,90.73,2008
269,AMiller,SDalembert,WGreen,AIguodala,JSmith,PHI,30,67,23.4,95.0,2008
270,AWalker,MJaric,AJefferson,RMcCants,RGomes,MIN,16,67,-2.0,104.6,2008
271,MWebster,CFrye,JJack,LAldridge,BRoy,POR,37,67,-5.2,96.66,2008
272,PStojakovic,TChandler,RButler,DWest,CPaul,NOH,9,67,17.3,95.05,2008
273,RLewis,MEvans,KBogans,DHoward,JNelson,ORL,24,67,4.8,103.29,2008
274,SBlake,CFrye,JJack,LAldridge,BRoy,POR,14,67,-1.8,91.11,2008
275,JNavarro,DMilicic,HWarrick,RGay,KLowry,MEM,28,66,-22.3,107.55,2008
276,MBlount,JWilliams,RDavis,SMarion,DCook,MIA,4,66,-3.0,93.13,2008
277,RWallace,RHamilton,JHayes,JMaxiell,RStuckey,DET,23,66,-0.7,91.95,2008
278,TOutlaw,JJones,CFrye,JJack,BRoy,POR,33,66,4.7,93.35,2008
279,AMcDyess,CBillups,RHamilton,JHayes,JMaxiell,DET,29,65,20.7,99.38,2008
280,BJackson,TChandler,RButler,DWest,CPaul,NOH,20,65,-3.3,90.94,2008
281,JKidd,VCarter,RJefferson,JCollins,NKrstic,NJN,6,65,-30.0,90.9,2008
282,MBlount,JWilliams,DWade,UHaslem,DWright,MIA,7,65,7.5,98.63,2008
283,MHarpring,MOkur,CBoozer,KKorver,DWilliams,UTA,28,65,27.0,98.72,2008
284,PStojakovic,RBowen,MPeterson,TChandler,CPaul,NOH,10,65,-4.6,94.16,2008
285,AIverson,ENajera,CAnthony,JSmith,LKleiza,DEN,23,64,26.8,106.8,2008
286,AJamison,DStevenson,BHaywood,RMasonJr,ABlatche,WAS,13,64,-9.9,93.4,2008
287,DFisher,KBryant,LOdom,TAriza,ABynum,LAL,11,64,2.9,102.9,2008
